lon,lat
-95.72947815908576,29.87242899726206
-95.63801208163264,29.874455530612245
-95.30837292771209,29.825301900832915
-97.99917627696011,29.609443507083554
-96.6491733877551,32.99303273469388
-95.3863868,30.0643991
-95.51769612244895,29.592418408163265
-95.2737043265306,29.809993918367347
-95.619548,29.736
-95.76404696300254,29.777022944561427
-94.73062224489796,32.525114693877555
-95.65773712751675,29.722956
-95.70898737384329,29.994117600000003
-95.67271202375797,29.961501752449777
-76.77557676962653,39.3662962
-95.455438,29.977755
-95.24373949515704,29.974182253008543
-95.5550532,29.9030163
-95.374466,29.675458
-95.21172901439476,29.964486367502268
-95.1862341,29.7939976
-95.70939513915133,29.87686156340462
-95.20309534693877,30.03635483673469
-95.91379629299288,30.05873342333209
-95.455085,29.676271
-95.9907058,30.0857916
-95.256399,30.087588
-95.62620544712172,29.94202659663305
-97.1661427979798,33.23848307070708
-95.19813623056068,29.86579618327113
-95.56226717094384,29.600733909816828
-96.1003185,30.381989
-95.45705957142856,29.79003375510204
-95.66600455763658,29.883790495036187
-95.545370998114,29.886723930010103
-95.41294625407856,30.127286685800605
-95.68172537962243,29.9846001
-96.08852495947863,30.097651743856765
-96.0731726946297,30.087501488798114
-95.2801249853682,29.92637846083864
-95.61744394902075,29.78182174646985
-95.61744394902075,29.78182174646985
-77.352953,38.674
-95.70496846977262,29.84463669925364
-96.7894555461485,32.62245846445317
-95.38664560610415,30.009561033086584
-106.227871,31.5900742
-96.29329915556272,30.646781514668543
-84.303028,33.599967
-87.6990256,42.0252716
-77.1677836,39.1562295
-96.7968559,32.7762719
-95.3676974,29.7589382
-80.68764936129337,27.998961209138
-95.4474414,29.5388465
-122.21631321260786,37.791424597445264
-95.453423,29.960603
-85.869403,39.22921053335131
-96.4719289,32.747893
-95.369986,29.722321
-95.390628,29.570196
-96.856237,32.519677
-95.83316905172816,29.69494809649151
-95.45451822811704,29.51508605151565
-95.71328871428572,29.857675
-95.697629,29.542971
-95.72637863265308,29.916591612244897
-94.9923354277997,29.823872399060924
-95.39039963737602,29.83707435875484
-95.71446071343108,29.89605352403005
-95.40665785714285,29.809004714285717
-95.37053020408165,30.10350818367347
-95.46311813953488,30.021418325581397
-95.42817786031772,30.083839717982727
-97.19031639191272,32.7568655
-95.6161073015873,29.92521044444445
-96.86359186333527,32.55976658111834
-97.23611609654438,32.7285593
-95.522218499734,29.549399019371528
-94.19009512244898,30.1208006122449
-95.65957890066969,29.68220824162881
-95.61744394902075,29.78182174646985
-98.37453596461592,29.494980874946897
-96.29263931133472,30.59872173588254
-96.895189,33.072852
-95.370625,30.060896
-95.192617,29.984268
-94.99506794523896,29.807673738304626
-95.437432,29.640182275167785
-95.72628576666511,29.933670384096477
-95.651735,30.03294
-97.0757568367347,31.61865936734694
-95.3676974,29.7589382
-97.04466706122447,32.57529057142857
-95.41557766666666,29.900200666666667
-95.819937,29.510091
-95.545535,29.950876
-95.45897095187878,29.978510615030185
-96.87124702040816,32.55145369387755
-95.69319016326531,29.865426
-95.461796,29.973461
-96.06945424958532,30.09148544506778
-95.1798352866292,29.99197493348315
-96.98884407563204,33.01903794584504
-95.47591253771702,29.894256628459104
-94.20119133557048,30.06785246308725
-95.2041307246323,29.975570789610863
-95.58487953458206,29.71253577953605
-95.69793049933632,29.81749706703366
-95.63348515256212,29.92265247322971
-96.90301333559216,32.59556123759753
-95.55884842857142,30.713754714285717
-95.470475,29.467153
-98.61532416978164,29.600385343043783
-97.299965,32.601835
-96.76020048979592,33.17606646938776
-95.19128168516303,29.9227525783073
-95.80249481464416,29.826914396382403
-91.14723257446936,30.584275825883957
-95.141619,29.983109
-95.20132839621007,29.855241999137466
-95.38041064029557,30.022073638290017
-96.9157231,33.144346
-95.68384476074873,29.931996940700863
-95.34104060772384,29.54958038593024
-90.488051,36.045313
-95.5917621,29.6381863
-95.77302607692307,30.07978630769231
-96.92202,32.600684
-97.688087,30.468041
-98.35403771428572,29.51861057142857
-95.96031491874685,29.76668246657701
-95.79292646938777,29.77368406122449
-95.4892791861812,29.882021881690125
-95.64288957142855,29.755779081632653
-95.7387448367347,29.88577918367347
-96.34559619934213,30.31224742143447
-96.898755,32.698073
-95.67899228571429,29.92641442857143
-97.08674793218016,32.71040699824604
-95.85785673579096,29.71748651663691
-86.260031274,39.844491327
-94.63652344412333,31.64778719204971
-98.31360112049389,29.37421498706032
-90.0181683558369,34.92808621402219
-96.34656158617626,30.162510252384443
-95.36239348979592,29.625666020408165
-95.44276356903876,31.314326253969696
-95.5299445792093,29.58820728277527
-95.6361616,29.9714436
-94.20590373076924,30.13436542307692
-95.44306987699385,30.11925013072465
-95.343114,29.679152
-95.71099932323231,29.856030101010106
-95.22760577902876,29.604165682481813
-86.4277677,34.9100882
-96.7983199,32.4959552
-90.69472679352164,40.48178636180358
-95.52840238709678,29.581747483870966
-87.64069795918367,41.77748232653061
-95.60098746745832,29.544364663082057
-117.7305723,34.0564988
-95.45482169689964,29.971354299145126
-95.50456067974385,29.851920530021932
-95.6936202804979,29.891457653309622
-95.69247363249376,29.583112971398837
-96.40340032,30.1611098
-101.9334031020408,33.550634918367344
-111.84107352997286,41.71590578747475
-97.16642884151784,32.598570459684765
-95.58065236995296,29.734298359160487
-95.6086482222222,29.719493222222223
-95.62903,29.911737
-97.18297065364985,32.7682199
-95.93370461224492,30.053270836734693
-90.46081718912768,41.47837072277949
-95.20507967020303,29.850479643375515
-95.907255,30.946942
-95.40637281897844,29.99947058520561
-95.46289530342544,29.602355074354374
-90.2379498,30.00355765
-95.62888502766783,29.913294835846852
-95.5676984954386,29.93023261338011
-97.809592,31.140066
-95.532424,29.642171
-95.427959,29.99365128571429
-94.12135242857144,30.04524057142857
-95.71557161489228,29.8590759428187
-96.77826915384615,32.701144846153845
-76.17947426530613,36.79462157142857
-95.1915196060606,29.681832545454544
-95.6066968216976,30.004954
-95.206359,29.860858
-95.50980755555555,29.594972575757577
-95.60491454340176,29.74050501468294
-95.54482102020202,29.497520424242424
-95.5106715858586,29.665709
-97.480161,35.633104
-95.17180537541071,29.81104121033789
-80.55575095982805,35.334123210257005
-95.38750026392172,29.681627976562773
-96.07296315610868,30.093435179003546
-95.45610937164555,29.91513042765457
-90.00285491553518,30.0261924
-91.94586587500538,32.75755167905264
-95.028490864443,29.80435151644887
-93.9506854007268,29.86947436614569
-97.65567990818424,31.04364149144891
-96.3238615,30.5748443
-95.9907058,30.0857916
-96.70842492857145,33.0693782244898
-116.978724,32.632522
-94.526891,32.595568
-97.61368156410256,30.46658458974359
-95.3676238884485,29.66047187761285
-97.378855,32.717284
-95.2857041356784,30.00511809045226
-75.0053339926585,39.753415
-122.58271524764828,45.6836739
-96.0806548,30.0929491
-95.898296,30.250581
-101.70084946839444,34.17209161271467
-94.80999971428572,29.29083123809524
-97.05236509683888,32.59705608598759
-95.5260232798016,30.02333274610912
-96.0850454145776,30.08724718453847
-96.8002431959854,32.6853696
-95.48710870995238,29.923395976074783
-95.145418,29.801384
-97.0410740715134,32.66996033461186
-78.53778992599484,35.84837684298865
-95.52700782048608,30.03482732622121
-95.6560711,29.6628809
-95.44313958333332,30.00796108333333
-116.938524,32.632737
-122.16210233435298,37.79340634471232
-95.4182765233549,29.89372956325112
-95.633741,29.931979
-95.6086964,29.9139774
-95.48435385365852,30.083652670731706
-95.32185948979593,29.781402040816324
-95.75222398660546,29.674276933875927
-95.81828447702463,29.699458916016813
-95.43791171113786,29.95555486024751
-97.690054,30.326861
-95.574082,28.983964
-96.97256288059626,32.83190215432344
-95.60619645454544,29.753661833333336
-95.54896108163264,29.55618004081633
-95.4519748337572,29.885539729446617
-95.7168898367347,29.824755224489795
-96.76518341345675,32.9269549960956
-95.72386086938202,29.70201731109587
-95.65286493877552,29.720611448979597
-95.36671336363636,29.695056545454545
-95.23147351807228,30.04439807228916
-96.2841936980315,30.5489998414106
-73.92573052080618,40.62918395
-73.9207164,40.6923315
-83.16318948059748,42.43552904663645
-97.2258465,32.646801
-95.432911,29.508022
-90.327142,33.500099
-94.541147,39.071167
-95.54683587673054,29.81708923335905
-96.88779903852136,32.58185642852412
-94.07793914285716,33.398772959183674
-95.4394736514854,29.622770068061023
-91.13209762349292,30.554178806764217
-97.25701080199627,32.6548660662785
-94.526891,32.595568
-96.85254479591838,32.55364379591837
-97.76789466666666,31.089399395833333
-96.79343761233127,32.71470805
-95.2500643512624,29.85096779860018
-95.9907058,30.0857916
-97.679071,33.155998
-95.70777185714286,29.841842857142854
-95.44951382828282,29.60872449494949
-96.8631316122449,32.618504632653064
-94.95266152525252,32.73370828282828
-96.8520614,32.5249932
-95.545535,29.950876
-95.4926858979592,29.60238902040816
-95.75417623489716,30.01065065
-80.93000894258655,33.96229283347497
-82.92717593939395,42.44443787878787
-97.081694,32.570268
-94.526891,32.595568
-95.46882071694816,29.52232976271344
-95.600118,29.679933
-95.49947745,30.04807055
-96.08504951162791,30.39342967441861
-95.804299,30.018543
-95.5228388282983,29.516109867492425
-95.38061753061226,29.75695975510204
-95.47439957142856,29.945438265306123
-95.3519854,32.4024698
-117.63779302429803,34.08788379779721
-95.008711,29.386266
-95.52608448979592,29.686342469387757
-80.9979165772275,34.03526816746258
-95.39801562818576,29.86061522223409
-74.250698,40.660637
-96.98601098395244,32.828296833608775
-95.9907058,30.0857916
-95.43215849146117,29.888985931143875
-80.77718517928008,35.3754389
-118.16889664458796,34.61630528627443
-95.7067747254902,29.890239784313724
-95.5060465510204,29.98211263265306
-95.36587488129676,29.70849406471649
-95.47471678313252,29.815664702811244
-96.8061267,32.7356305
-86.37019138682714,32.3144115180844
-84.30629179333638,30.389113178566834
-95.27311721052632,29.85702263157895
-96.55991649052126,32.749994105384474
-96.5332597777778,31.5275097979798
-95.5522,29.785057
-95.393115,30.121043
-96.78222775510204,32.60478975510204
-95.45868733722706,29.97750426436517
-95.761197,31.027521
-95.69484480072283,29.991102400000003
-94.375409,32.5362683857151
-95.1995980269731,29.807348244454264
-95.45148349123544,30.027907595120016
-97.7214239,31.0678121
-95.62903,29.911737
-96.65880883673468,32.75394104081633
-95.41549974747474,29.850758464646464
-94.894172369902,29.81198296884113
-95.72284734693878,29.811245632653065
-95.030386,29.659623
-95.7236623142857,29.88871017142857
-93.758329,32.46477636363637
-97.644201,30.645449
-96.8452715862458,32.67134595
-96.8376526,32.5418655
-95.372738,30.068248
-118.35388617810612,33.999004686026375
-95.57817145794712,29.708368476729063
-96.8802388923184,32.675261899999995
-95.43393076651904,29.55894289990634
-95.03147837683645,29.581553557269917
-93.9533348367347,29.86952542857143
-95.44722414285717,29.72220244897959
-95.44949940816326,30.072666918367347
-96.9617061542131,32.655954335321
-95.53321360263584,30.04716652397653
-95.51161651020408,29.65134655102041
-94.713575,31.35358725
-96.535266,32.9157993
-95.80399,29.595298
-95.37451980117316,30.10052877681906
-93.9969392871735,30.90736147635261
-95.39976998853182,30.055829356781583
-94.086617167765,30.040563691829867
-96.27414,30.272922
-95.65732656383967,29.85253623666416
-95.24970591961544,29.94424368865745
-98.30011425,29.57047325
-96.83516851515152,32.820393333333335
-95.3067895,29.9032611
-95.62482042857144,29.735932428571427
-95.2539188643276,32.31893534424517
-97.15939056364635,32.7408416181219
-95.74343237641786,29.82169627738688
-97.077448,32.585472
-97.0953797673885,32.76880075
-97.67270501413044,30.3168388
-95.61779607731542,29.92842806474093
-73.758381,40.7616854
-97.87594260454183,30.024658950000003
-95.39144533158594,30.12751674690602
-95.36913475838928,29.70317791275168
-84.4529927885356,33.432724
-95.68565875680646,29.900024860038016
-98.73648,32.481682
-95.573241,30.10448
-79.38166074357852,36.0764442141957
-95.2196699233963,29.582529685576965
-95.641097,30.038849
-91.1648002534348,30.516013991360172
-77.32571052023567,38.691998199015615
-95.6567980330168,29.64337741819769
-92.00578201443004,30.22717382320291
-97.4213401621271,32.87405713488965
-95.61332103997624,29.68906087533859
-81.6118391379825,30.463347816696032
-122.96755678654787,47.04423545
-95.75853428571428,30.00154357142857
-95.2431501833454,29.94622429449964
-95.4321305267786,30.08829895879868
-96.9209737,32.60870255
-97.4646397173182,32.7282116
-95.63235625317844,29.901277587237008
-95.47439957142856,29.945438265306123
-118.30769390738772,33.923948298548666
-95.60400588957656,29.67468923438231
-96.9311951916812,33.01780224483099
-96.842897817329,32.6820594
-95.482511,29.747442
-95.5845155,29.90455
-95.69645291960556,29.693111495743693
-96.870432,32.589321
-95.65252321072104,29.91253460857705
-98.140452,26.199331
-95.46153193877552,29.97591342857143
-119.10685363405152,35.4266339
-97.06480216789318,32.655668543118075
-94.16124820974184,30.15165007611835
-97.579005,30.513832
-95.587409,29.909348
-97.29034895918367,37.69383255102041
-96.6760079719178,32.921133730497026
-95.560972,29.535146
-95.50876012449282,29.542614831895765
-93.04717692960376,44.99933198855054
-95.420117,29.675772
-86.89059908692361,33.523105772665886
-95.72852425017943,29.790874966070483
-97.36350877086346,32.64220245
-97.8579661084091,30.45545955
-90.7102885963974,30.00558824754528
-82.95862560523538,42.51865460740035
-95.70719167125192,29.88087469867074
-95.51407581632652,29.734941040816327
-95.44440964104282,29.611282795732645
-98.39195296969696,29.39599924242424
-96.70275878851676,32.7099854
-95.97122,30.086703
-95.77307373469388,29.567332061224487
-78.903478,35.9726865
-95.46243270988298,30.013477540994177
-91.485549,33.8833034
-97.2994602871953,32.50836940804978
-89.82894631164227,35.16612833962037
-95.384842,29.683114
-97.340366926321,32.6626519973458
-73.72646567854873,40.7918865
-95.63900821399474,29.923638673783454
-96.87704736964892,32.59580464394093
-122.26762881366442,47.86395661335214
-95.3140583883632,29.729032527700188
-95.21562655555556,29.939186565656566
-78.50739133574237,36.07782106812628
-97.650181,30.433539
-94.1654821,36.1328564
-95.560374,29.758542
-95.561342,29.608358
-95.74954318614262,29.519932138615086
-95.53334756310726,29.525871161309148
-75.22655872716062,39.993839799982645
-95.7516684115251,29.602593393833065
-95.224449,29.97831
-95.224449,29.97831
-97.053678,32.822867
-95.410954,29.576831
-94.5441564489796,39.08373997959184
-95.677764,29.915673
-95.7320856122449,29.99479910204082
-95.46044,29.981317
-95.80402380361436,29.732580612625263
-95.27289731177828,29.847385255870595
-95.530791,29.661322
-95.36137612121212,29.6422518989899
-95.61744394902075,29.78182174646985
-95.45811645637583,29.82721234228188
-95.5351,29.586742
-98.44716234068255,29.58225563123297
-96.8009007790454,32.595662570148285
-95.1979927,29.8629175
-97.35429237385756,32.91511303331241
-95.72535944433588,29.93680407096921
-96.81645072867946,32.81077255
-91.30190259173958,30.471289742142144
-94.97439151020409,33.144630489795915
-82.323925,28.031937
-97.71243636363636,26.22137533333333
-97.41509132752763,32.672829284258206
-95.2857041356784,30.00511809045226
-95.35244371428573,29.77335387755102
-73.82097004469884,40.84559125
-95.2725360671642,29.855534346656142
-95.33759580386742,29.679909171804365
-95.42860529292928,29.960649767676767
-95.2296553,30.1024397
-96.76051435801466,32.66200680145338
-95.19130653321788,29.974364447553068
-96.092888608511,30.38137370641806
-95.63834506149811,29.885907406502213
-95.792892,29.999281
-98.69002239246662,29.44960259120629
-96.87921,32.625108
-91.0248214,29.9404803
-95.5845155,29.90455
-95.48933927019266,29.805941846651336
-106.07758175,32.83220455
-95.53910022222225,29.659894444444443
-95.71539214285714,29.889459142857145
-95.9907058,30.0857916
-88.14019529835248,42.04385287778332
-95.5380597671506,29.97350828683589
-96.88706342857144,32.578613
-98.66403836273103,29.504432561110303
-95.24406263039148,29.62454607633161
-95.5352215,29.954855
-94.1474591020408,30.114024
-95.729456,29.908541
-96.98946168478088,33.013026835703336
-95.61744394902075,29.78182174646985
-90.253185,38.638699
-95.5927194,29.7712426
-95.67550314285714,29.634983428571427
-96.8166835449836,32.8148342
-95.52351673257952,29.60888913762828
-95.39035935131008,30.065964796212704
-96.83205914347586,32.81218232665006
